,track_id,track_name,danceability,loudness,acousticness,liveness,valence,tempo
226,7G0gBu6nLdhFDPRLc0HdDG,Mine (Taylor's Version),0.646,-2.846,0.00444,0.171,0.49,121.08
227,2y5aJvzXhHPA94U5GFAcXe,I Don’t Wanna Live Forever (Fifty Shades Darker),0.734,-8.432,0.0594,0.213,0.0973,117.967
228,5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),0.793,-9.319,0.186,0.0889,0.0662,109.994
229,4P9Q0GojKVXpRTJCaL3kyy,All Of The Girls You Loved Before,0.718,-9.66,0.707,0.126,0.396,95.96
230,6NFyWDv5CjfwuzoCkw47Xf,Delicate,0.75,-10.178,0.216,0.0911,0.0499,95.045
231,5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor’s Version) (From The Vault),0.694,-4.893,0.0586,0.0608,0.819,123.044
232,3pv7Q5v2dpdefwdWIvE7yH,Shake It Off (Taylor's Version),0.632,-5.676,0.0103,0.29,0.921,160.055
233,3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,0.643,-11.738,0.69,0.115,0.23,139.865
234,3hUxzQpSfdDqwM3ZTFQY0K,august,0.532,-9.208,0.538,0.0925,0.403,89.937
235,6qAcApH8obo8eqatCKUHd9,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),0.602,-6.905,0.0104,0.217,0.174,170.091
236,2T9WeqSMJJb8YBDHPYGU4p,22 (Taylor's Version),0.642,-5.62,0.000443,0.0753,0.642,103.984
237,79uDOz0zuuWS7HWxzMmTa2,Back To December (Taylor's Version),0.497,-3.927,0.00621,0.117,0.203,142.063
238,5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0.631,-8.771,0.274,0.088,0.205,93.023
239,1hR8BSuEqPCCZfv93zzzz9,Welcome To New York (Taylor's Version),0.761,-4.83,0.00961,0.367,0.674,116.98
240,4zmKGsrXjLmljb5fTaBTot,Snow On The Beach (feat. More Lana Del Rey),0.664,-10.934,0.806,0.108,0.315,109.846
241,30Y4CV7A6YqtQtTTo7Ue4j,Mean (Taylor's Version),0.524,-3.866,0.311,0.192,0.621,163.874
242,2ByBBvpR9b7IynvRmnG7kG,Clean (Taylor's Version),0.771,-8.917,0.276,0.121,0.239,103.96
243,3xYJScVfxByb61dYHTwiby,Hits Different,0.672,-6.499,0.148,0.296,0.239,106.026
244,0VE4kBnHJUgtMf0dy6DRmW,Getaway Car,0.562,-6.745,0.00465,0.0888,0.351,172.054
245,6GXgd1BPD9bUpqw5AntGV5,All You Had To Do Was Stay (Taylor's Version),0.586,-5.556,0.000718,0.0949,0.481,97.057
246,3qoftcUZaUOncvIYjFSPdE,Bejeweled,0.696,-9.19,0.0618,0.0887,0.433,163.999
247,4y5bvROuBDPr5fuwXbIBZR,Paper Rings,0.811,-6.553,0.0129,0.0742,0.865,103.979
248,43y1WpBdnEy5TR9aZoSQL9,I Wish You Would (Taylor's Version),0.669,-6.526,0.00357,0.0676,0.541,118.026
249,1zU8j1x3yi9xalMF96pzKp,Dear John (Taylor's Version),0.419,-5.016,0.0236,0.163,0.133,119.294
250,4D7BCuvgdJlYvlX5WlN54t,"You're On Your Own, Kid",0.696,-10.289,0.401,0.125,0.38,120.041
251,3RauEVgRgj1IuWdJ9fDs70,The Man,0.777,-5.191,0.0767,0.0901,0.633,110.048
252,0NwGC0v03ysCYINtg6ns58,Better Than Revenge (Taylor's Version),0.496,-2.969,0.000886,0.191,0.665,145.863
253,0kAZ3H6G9Zac4PMpmobMkj,If This Was A Movie (Taylor’s Version),0.472,-3.72,0.091,0.23,0.304,147.854
254,6T0sEnqjmHISIKwFETeeiP,Suburban Legends (Taylor's Version) (From The Vault),0.699,-8.739,0.198,0.104,0.344,118.048
255,4s8BIKx4Zh6ryAEz8RTlaU,Foolish One (Taylor’s Version) (From The Vault),0.671,-4.675,0.617,0.111,0.543,96.965
256,3eX0NZfLtGzoLUxPNvRfqm,Maroon,0.637,-8.294,0.0573,0.101,0.0374,108.075
257,0zo975x58DlXbZllWvfYhg,When Emma Falls in Love (Taylor’s Version) (From The Vault),0.474,-4.632,0.159,0.138,0.231,78.133
258,1xwAWUI6Dj0WGC3KiUPN0O,Vigilante Shit,0.798,-11.096,0.173,0.121,0.163,79.846
259,4e3ZNTAV6PCrdYMUrUlMpQ,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),0.547,-4.7,0.0164,0.144,0.282,131.073
260,7FmYn9e7KHMXcxqGSj9LjH,Mastermind,0.662,-14.064,0.553,0.0837,0.124,125.966
261,7l2tmgUhV7Y2aJHjiszifg,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),0.661,-6.269,0.167,0.0647,0.724,135.937
262,4hqJ4bSlYJOXb6Z4SRmzxs,Long Live (Taylor's Version),0.375,-4.031,0.0122,0.189,0.0752,203.89
263,3UMrglJeju5yWyYIW6o99b,The Great War,0.573,-8.987,0.219,0.0842,0.554,96.016
264,2RJnNdu4pb3MypbBroHU0T,Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),0.41,-11.01,0.783,0.0783,0.22,144.751
265,1HCdems7PQZRj42QDWLA0A,Timeless (Taylor’s Version) (From The Vault),0.624,-5.847,0.3,0.0916,0.65,142.883
266,22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),0.402,-4.665,0.0033,0.108,0.472,161.032
267,1ZY1PqizIl78geGM4xWlEA,Gorgeous,0.8,-6.684,0.0713,0.213,0.451,92.027
268,6dTA6y0C2ReQklntzZl8l3,The Story Of Us (Taylor's Version),0.515,-2.608,0.00192,0.054,0.57,139.846
269,0heeNYlwOGuUSe7TgUD27B,Question...?,0.751,-8.763,0.2,0.296,0.106,108.943
270,0sY6ZUTh4yoctD8VIXz339,champagne problems,0.462,-12.077,0.92,0.113,0.32,171.319
271,4ABYxlb92WBIjHu7TIKmml,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),0.576,-7.925,0.362,0.0668,0.378,147.803
272,2NIBaWXdjaTDmytjjwbEfP,Eyes Open (Taylor's Version),0.566,-6.976,0.000818,0.184,0.256,137.048
273,3yNJkriPzWjkkDAWHIAVUq,Ours (Taylor’s Version),0.535,-8.261,0.449,0.111,0.348,159.813
274,0wavGRldH0AWyu2zvTz8zb,Sweet Nothing,0.337,-14.919,0.964,0.115,0.39,176.655
275,3MytWN8L7shNYzGl4tAKRp,Sparks Fly (Taylor’s Version),0.588,-2.347,0.0251,0.131,0.387,114.991
276,4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),0.298,-8.426,0.778,0.11,0.152,75.602
277,0cITLOYn1Sv4q27zZPqlNK,Red,0.602,-4.267,0.0773,0.091,0.641,124.978
278,59KOoHFcw5XfICnO57holu,Last Kiss (Taylor's Version),0.55,-8.46,0.447,0.101,0.16,79.401
279,1Fj0T1XKuhRu7EZzJ7NJIK,Delicate - Recorded at The Tracking Room Nashville,0.664,-8.404,0.577,0.0968,0.431,90.976
280,7712gjoih4QoDbXpljEk21,Paris,0.7,-10.547,0.112,0.137,0.345,110.947
281,3z6XUommYDWPHeFhmhhT6j,Message In A Bottle (Taylor's Version) (From The Vault),0.622,-6.106,0.00188,0.083,0.494,115.915
282,4d1CG5ei1E2vGbvmgf5KKv,This Love (Taylor’s Version),0.47,-8.672,0.302,0.0672,0.0524,144.039
283,0A1JLUlkZkp2EFrosoNQi0,Labyrinth,0.406,-15.48,0.785,0.122,0.122,110.014
284,0aV5uARAknQgYhBaK944FP,"Would've, Could've, Should've",0.483,-6.508,0.43,0.146,0.55,157.979
285,0Jlcvv8IykzHaSmj49uNW8,the 1,0.777,-6.942,0.757,0.108,0.172,139.883
286,0BiqmkasE5FdrChwKfVp8X,Bigger Than The Whole Sky,0.422,-12.379,0.826,0.115,0.068,165.71
287,2x0WlnmfG39ZuDmstl9xfX,End Game,0.649,-6.237,0.00845,0.108,0.151,159.073
288,5kiZGSxgqPdv6rbqL9THdd,High Infidelity,0.646,-10.179,0.723,0.0885,0.755,87.862
289,6wAFvJPpTZVirBKGZ4EnMW,Glitch,0.675,-9.738,0.361,0.11,0.347,140.864
290,3QF5RsWzK1lCvf2o2cY65P,Dear Reader,0.562,-12.088,0.481,0.117,0.159,107.747
291,1MgV7FIyNxIG7WzMRJV5HC,my tears ricochet,0.456,-10.63,0.806,0.0749,0.111,129.86
292,01K4zKU104LyJ8gMb7227B,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),0.606,-9.455,0.817,0.154,0.446,101.96
293,1q3RiD1tIWUpGsNFADMlvl,All Too Well,0.602,-7.803,0.0382,0.127,0.337,93.06
294,5eGX87IiKsGuzS3iw4CfCX,September - Recorded at The Tracking Room Nashville,0.641,-6.482,0.412,0.179,0.588,107.081
295,4CkgMiMqZ5JzW9iYXSTMTL,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),0.391,-4.516,0.167,0.183,0.473,149.654
296,4IQkfUsrwXol38VV3U7t7T,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),0.61,-6.918,0.817,0.312,0.443,125.039
297,12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,0.824,-9.728,0.781,0.1,0.248,102.012
298,6VsvKPJ4xjVNKpI8VVZ3SV,invisible string,0.653,-11.143,0.838,0.108,0.45,83.433
299,1gWRnZ52AK1ZUvpjjTteKf,Better Man (Taylor's Version) (From The Vault),0.473,-5.824,0.214,0.0877,0.255,73.942
300,5kI4eCXXzyuIUXjQra0Cxi,betty,0.593,-8.761,0.6,0.0976,0.502,95.939
301,05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,0.72,-2.834,0.0562,0.153,0.463,180.011
302,0R6NfOiLzLj4O5VbYSJAjf,La Diabla,0.751,-4.372,0.255,0.236,0.697,131.842
303,7chTH3GBjjAyagf0SPCZDL,SI SABE FERXXO,0.726,-2.035,0.0139,0.0891,0.489,95.997
304,7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,0.911,-2.248,0.0887,0.179,0.345,96.057
305,7iUtQNMRB8ZkKC4AmEuCJC,LA FALDA,0.8,-4.26,0.372,0.19,0.267,103.008
306,6VciS3dRMpZhJiDxT8ArFi,"Young Miko: Bzrp Music Sessions, Vol. 58",0.704,-8.212,0.588,0.117,0.443,96.016
307,05tGmdz9dVZ4yGqz4YJdPK,La Intención,0.794,-3.842,0.536,0.189,0.838,131.857
308,7bywjHOc0wSjGGbj04XbVi,LUNA,0.774,-2.888,0.131,0.116,0.446,100.019
309,3QQAeMQbbjZXVFbF8DgFWT,FIRST LOVE,0.694,-6.24,0.358,0.299,0.794,73.929
310,6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),0.685,-5.36,0.00348,0.183,0.464,107.999
311,5QtB74eCS2YzHvEfSlh8MG,Hey Lil Mama,0.458,-6.902,0.58,0.248,0.38,141.636
312,6CvTEtGagmzQvkUzzyKR9k,HARLEY QUINN,0.815,-6.04,0.0277,0.219,0.591,125.031
313,6ED7qim1NAX1HjNU8039WS,Alucin,0.787,-4.681,0.00331,0.115,0.509,128.0
314,6fNCrsrdIcgVd2aZZ0nnz4,Según Quién,0.909,-3.974,0.434,0.0856,0.843,101.987
315,0lbDzTINTToToBpkrnQT2t,UNA CERVEZA,0.727,-6.508,0.0281,0.223,0.735,135.094
316,3XB5uhhlYSnkxpSihkNQwh,QLONA,0.842,-7.409,0.525,0.0871,0.421,169.925
317,2OWv3lRR8PtOVuHWzQNRs2,Rompe La Dompe,0.757,-7.966,0.607,0.169,0.759,130.098
318,5XVdHRf4CAJ2Jm0uMIy5qY,La Víctima,0.778,-3.598,0.152,0.109,0.666,140.082
319,2EbRFerXy6IPM3EfAOqZkB,Bota Niña,0.684,-2.882,0.127,0.212,0.654,173.846
320,7ABLbnD53cQK00mhcaOUVG,LALA,0.708,-4.045,0.0739,0.0955,0.607,91.986
321,4WefXOf8I4gMjdj2kBJgkl,Patadas de Ahogado,0.437,-10.254,0.73,0.135,0.435,182.568
322,4MjDJD8cW7iVeWInc2Bdyj,MONACO,0.787,-5.009,0.15,0.58,0.13,139.056
323,4s7hIsoRpnmaSvdETaIOSe,Gafas Negras,0.758,-3.534,0.238,0.673,0.715,104.022
324,3Cx4BsDd4q0GCVBJ5CAw2K,No Te Quieren Conmigo,0.76,-5.009,0.361,0.254,0.576,97.917
325,1kqH58eGh2ZTOHwqBIB2tM,Una Foto Remix (feat. Emilia),0.76,-3.667,0.313,0.0784,0.739,96.033
326,6uIIdjYTxxpWOyWuVXrKQO,Que Onda,0.808,-4.863,0.183,0.138,0.937,124.934
327,6XbtvPmIpyCbjuT0e8cQtp,Columbia,0.668,-5.927,0.369,0.108,0.264,100.02
328,2kz1YOhJiNubjigR1gB1VX,DILUVIO,0.845,-3.502,0.343,0.224,0.681,94.969
329,7yIIeKUxTpn36X6CFJhgEi,Reggaeton Champagne,0.795,-7.905,0.0398,0.072,0.788,101.032
330,6RcAHyC5sAUIbPTkhOQwd8,Y LLORO,0.728,-7.115,0.424,0.166,0.767,77.475
331,0O3U5iwTbiXCREMkvotJuN,EL AMOR DE SU VIDA,0.616,-3.069,0.06,0.338,0.746,151.701
332,7LLBONqWyX3MoBvIVPu5fj,Tacata (Remix),0.922,-6.016,0.377,0.412,0.58,134.012
333,3nNmRE0DxHC6ZaKkrpUumS,FINA,0.847,-5.41,0.0869,0.118,0.396,94.601
334,6irysuQyZWd7Bjj7ePiOs2,Holanda,0.831,-3.627,0.277,0.125,0.244,107.961
335,3j5zNcb0aSk7dx3W3mAKzw,Pa Ti Estoy,0.785,-3.174,0.147,0.107,0.903,162.087
336,4kFK6SkNXA7bBQgTzvFSWz,Bobo,0.687,-3.94,0.355,0.0926,0.751,155.993
337,62xla8336vUnmxTWNzCfRt,BUBALU,0.786,-5.232,0.135,0.11,0.722,112.007
338,6VjagyaPDsRal64aHXNIUY,La_Original.mp3,0.833,-2.751,0.0836,0.112,0.905,128.055
339,10eRgZUM59q2G5ogpztSeL,HOLA PERDIDA,0.498,-5.809,0.14,0.746,0.538,151.461
340,2VOXLA9TzOAVCjDi7RY5DV,PACTO (feat. Bryant Myers & Dei V) - Remix,0.503,-7.748,0.486,0.118,0.627,85.701
341,6FvMc0dfKvSbzFmqfT1GoG,TQMQA,0.613,-7.71,0.631,0.119,0.588,112.678
342,0QRHOAeU8JRaVVn3UoZBih,REINA,0.724,-7.117,0.632,0.0943,0.757,167.985
343,4SW9gHnW8NfKOdqmh0ij45,Fruto,0.801,-8.205,0.494,0.355,0.923,160.254
344,2HafqoJbgXdtjwCOvNEF14,Si No Estás,0.537,-8.72,0.827,0.138,0.524,98.224
345,6gMj2DzKR2PjrrbNSwcGFR,OA,0.813,-3.239,0.17,0.0421,0.647,99.994
346,2TJKY0WSFufZOzbRNgl6zE,ELOVRGA,0.793,-10.515,0.132,0.115,0.578,129.992
347,0p0cOpBujR114Wirv5AM7W,Narcotics (with Bryant Myers),0.711,-5.671,0.379,0.119,0.689,159.953
348,35FW5OEe4p38LdjK1KqT2X,Tá OK (Remix),0.882,-1.479,0.292,0.0549,0.611,130.032
349,1HLaJowFbNM3MPyqnk5vjW,Labios Mordidos (with KAROL G),0.715,-4.446,0.287,0.329,0.748,90.005
350,4tYgQrGwhpvjfq4ryajgUo,El Correcto,0.805,-5.175,0.095,0.234,0.455,96.016
351,4w2Furap0ZzaiK4J14E9sR,Think U The Shit (Fart),0.967,-6.647,0.0403,0.0809,0.311,122.101
352,6uTPdRrEDeH8Fyg5L5qmeU,Never Lose Me,0.781,-7.857,0.0504,0.0981,0.0743,121.964
353,7dJYggqjKo71KI9sLzqCs8,Agora Hills,0.75,-6.128,0.228,0.122,0.392,123.026
354,1a73gcEg6h6Re6hHXoVltJ,FTCU,0.928,-6.751,0.0175,0.118,0.242,144.995
355,79AHPJd8upvNxyK2qQcY8J,HISS,0.745,-5.056,0.078,0.213,0.686,167.137
356,4LadsagnXZM7SEOpHjHIHA,Looking For The Hoes (Ain’t My Fault),0.681,-5.259,0.077,0.21,0.568,151.137
357,5JYPXqMwYc0zTODQdjMEZN,Deli,0.789,-6.169,0.123,0.132,0.272,140.107
358,3Kh8X9lHztqVBTgw30HbXn,Cobra,0.816,-5.12,0.709,0.52,0.686,138.056
359,5ZJGv7aGdIr9IGpxzSG18T,Everybody (feat. Lil Uzi Vert),0.736,-5.546,0.027,0.23,0.388,137.947
360,1peSFUNahpj7paMnJGg9aX,Wanna Come Thru,0.914,-3.775,0.108,0.134,0.183,120.965
361,0rxd3zqvnNV8AQgkhYKDke,Do It For The Bay,0.895,-5.693,0.0196,0.0695,0.569,105.125
362,4YQImHflXSiIMXntcwPkx8,Bongos (feat. Megan Thee Stallion),0.726,-4.788,0.0791,0.0297,0.896,121.953
363,7nn4MXs89QymmNzRreTywe,Ick,0.92,-3.349,0.274,0.259,0.598,137.961
364,4wQmwPWCUn6gi11Gep2qsP,IT GIRL,0.969,-5.509,0.00822,0.314,0.421,124.991
365,1tHYeRTwPlHkKV3uOY0uSm,Grip,0.957,-6.044,0.141,0.371,0.845,119.995
366,5aIVCx5tnk0ntmdiinnYvw,Water,0.673,-3.495,0.0856,0.137,0.519,117.187
367,6c6WmIHcHlhccEwSFBhzNa,Put It On Da Floor Again (feat. Cardi B),0.849,-7.323,0.0282,0.0603,0.472,111.363
368,2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,0.868,-8.603,0.269,0.0901,0.732,99.968
369,6TkH5GHcf1U8kfqTkMFsau,You (feat. Bryson Tiller),0.811,-4.242,0.00972,0.0639,0.506,99.972
370,7omJfT9s6V2IpQNBYyq5C8,MY HOUSE,0.494,-6.438,0.0748,0.791,0.512,181.428
371,351CSUM0YDA0GCbHCSKoL1,Bow Bow Bow (F My Baby Dad),0.823,-4.336,0.194,0.318,0.455,85.051
372,7sliFe6W30tPBPh6dvZsIH,Area Codes,0.823,-10.867,0.0187,0.0876,0.507,154.569
373,69ZBK01gsgWUnA55BEaAPu,Point Me 2 (with Cardi B),0.773,-6.768,0.0354,0.111,0.279,155.026
374,1o8Z7GD1CeOaVBEyuzu4HO,On My Mama,0.481,-7.865,0.551,0.12,0.621,153.277
375,0ZxhtATQ0a6EvQNZ0z6NKV,Princess Diana (with Nicki Minaj),0.898,-5.196,0.14,0.101,0.742,147.991
376,24yrJJkmVUMkJHvCaR85BN,Snooze,0.571,-7.231,0.14,0.109,0.393,143.024
377,1iOdhNBdePXR632DhYZVO2,Booty Drop,0.87,-6.098,0.188,0.2,0.702,140.943
378,00WnaHagi3KLsrbs20OFVt,Sloppy Seconds (Ick Pt. 2),0.878,-4.481,0.191,0.237,0.735,139.921
379,7r6uppLBApzJPMpDmdFoi4,"Hey, Mickey!",0.943,-7.85,0.25,0.0981,0.725,134.965
380,6l8mgVN9Xf1hiDIFGA6CTE,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),0.784,-5.289,0.0112,0.163,0.204,126.015
381,63bY2syFfehnI3Po2TaXL7,Not My N*gga - Extended,0.971,-4.593,0.0153,0.113,0.855,118.013
382,4pgeI9ohPGzSDeKE1D4dYf,"Keep Dat Nigga (Part 2) (feat. GloRilla, Kali & Big Boss Vette)",0.921,-4.486,0.116,0.226,0.785,114.02
383,7gwEKj4xXm9iRqxGhHxSI4,Work For It,0.952,-4.894,0.0414,0.173,0.494,104.008
384,6IEXjer2qbXhRLFv99NQQv,Pound Town 2 (feat. Nicki Minaj & Tay Keith),0.637,-8.126,0.174,0.149,0.49,178.037
385,73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),0.74,-5.851,0.061,0.0967,0.757,171.925
386,1bUhj0j6akbGxinxsVe6PR,You Wish (with Missy Elliott & Kaliii) – Remix,0.798,-3.385,0.0735,0.271,0.911,160.062
387,6G4ICKUrsPb117ULGyrQ5N,Na Na Na,0.743,-5.596,0.0031,0.0878,0.891,154.933
388,4hrd3G5XnJzDC5LZw0Fwgu,ISSA PARTY (feat. BabyDrill),0.707,-5.395,0.00654,0.344,0.524,150.014
389,0iCsRcu5mugWVlCMpD7wb1,K Toven,0.669,-8.574,0.354,0.204,0.457,149.897
390,2GAhgAjOhEmItWLfgisyOn,Low,0.698,-7.234,0.425,0.16,0.335,145.044
391,741UUVE2kuITl0c6zuqqbO,Barbie World (with Aqua) [From Barbie The Album],0.77,-8.393,0.519,0.233,0.753,144.072
392,38f9cuHs7dmGcyRCXAHxy5,Yung Joc (feat. Luh Tyler),0.684,-8.669,0.666,0.118,0.691,139.956
393,1xemKSmCnH59ze3KX5wwgH,Demons,0.821,-5.915,8.73e-05,0.18,0.344,139.885
394,44L2bY93uD65CEHWbozpx4,Pink Friday Girls,0.741,-5.211,0.0773,0.113,0.204,126.957
395,6j8rjIqqZkKnc0VzLjIN3J,BGC,0.938,-6.318,0.0123,0.1,0.54,113.982
396,1c99LA5Cf1agM5NMMAzVwc,SHOT O' CLOCK,0.88,-5.003,0.0239,0.0307,0.559,107.015
397,0DEjFljgDbPjkm5460EJnA,Face Down,0.882,-4.449,0.0102,0.112,0.275,101.989
398,3ivlOgTCKS7zk1lXlZsebF,Say Too Much,0.798,-5.439,0.0864,0.168,0.742,87.012
399,132Yd321hAG0oOz3lbiqig,Lick Or Sum,0.904,-7.001,0.00179,0.0815,0.64,85.015
400,6lasIWLndqFchulQMIH5Cm,Lackin,0.941,-6.765,0.136,0.115,0.434,129.997
401,0QosomGFiJYOxj2ViZfqng,Selfish,0.69,-6.752,0.0723,0.0873,0.376,88.004
402,4w2Furap0ZzaiK4J14E9sR,Think U The Shit (Fart),0.967,-6.647,0.0403,0.0809,0.311,122.101
403,79AHPJd8upvNxyK2qQcY8J,HISS,0.745,-5.056,0.078,0.213,0.686,167.137
404,6f2nWEm8aqMxKZtlxsyxWD,HEAVEN,0.63,-9.043,0.773,0.0966,0.405,142.772
405,0jeRoIMD1LHhUkQEbjkXQv,Where Do We Go Now? (Music from Lil Nas X: Long Live Montero),0.612,-6.638,0.0767,0.178,0.12,141.937
406,1peSFUNahpj7paMnJGg9aX,Wanna Come Thru,0.914,-3.775,0.108,0.134,0.183,120.965
407,7sjuNUjWtSqhbxJ3RAUffm,One Night/All Night,0.686,-9.352,0.03,0.641,0.638,116.139
408,05tGmdz9dVZ4yGqz4YJdPK,La Intención,0.794,-3.842,0.536,0.189,0.838,131.857
409,08uWHOhYijA1DXxhHSDBDH,When We Die (Can We Still Get High?) (feat. Lil Yachty),0.341,-2.69,0.0011,0.176,0.178,80.045
410,5CT3zRd2FKM7F81KEacXIP,"This My Life (with Lil Tecca, The Kid LAROI & Lil Skies)",0.623,-8.137,0.0355,0.117,0.186,142.137
411,2TpHdNgZWRCqmZ2iPG90fJ,Loving You Will Be The Death Of Me,0.659,-10.327,0.735,0.176,0.333,180.063
412,28k0oooG5GnOmR6fnx4kPp,ur special to me,0.421,-6.585,0.00112,0.271,0.243,172.047
413,1SBfaO3swtjh8dV07MExuP,Waterslides,0.323,-4.773,0.00446,0.166,0.233,173.497
414,0dXHRxaBl9mlrBh2XF3cIn,Lead Me On,0.466,-4.775,0.0116,0.119,0.312,147.967
415,13d25rq5AA5ppzekwPwtUz,Free Falling,0.319,-8.661,0.512,0.109,0.213,112.254
416,75gZhzqWDaqJgy19YERY5g,Turn,0.467,-4.947,0.0565,0.242,0.442,156.148
417,4s7hIsoRpnmaSvdETaIOSe,Gafas Negras,0.758,-3.534,0.238,0.673,0.715,104.022
418,25BaRS4eM52MTpYrrtROCz,Act A Donkey,0.779,-4.081,0.118,0.0712,0.833,84.937
419,7I3qbhPnoesyyqQdFJjjDb,PAIDNFULL,0.901,-5.549,0.0178,0.332,0.235,89.976
420,7JHVXlqkoXViFD4giUlzEs,No Evil,0.686,-5.909,0.0922,0.114,0.301,119.973
421,4f7tq7M9gHrh9fykTSDU6J,Crying Over U,0.569,-8.68,0.436,0.0899,0.448,132.085
422,4WlKWgWG030Cpatn5P6uGE,Read The Room,0.546,-10.915,0.381,0.092,0.564,123.084
423,537RDcN9XAScJPv9Rn3XDy,What's Love (feat. MUNA),0.474,-7.094,0.189,0.683,0.0719,129.953
424,7uJkYfpWvJiiBGsChnk56I,Say Cheese,0.821,-3.141,0.0868,0.331,0.802,105.078
425,5g4ARvINyjjLoiDX4roM8m,Roulette On The Heart,0.628,-6.273,0.593,0.0644,0.655,139.95
426,3cebUq89Iq26AHYYu5sLac,Runaway Train,0.577,-7.209,0.00115,0.372,0.622,126.047
427,4ne40SWAvqOQu0HD2fwgWd,Maktub,0.315,-3.998,0.0111,0.381,0.405,119.948
428,2KlWdo608p1j3BUnkKzmdb,How Much Longer?,0.457,-8.495,0.426,0.119,0.362,157.911
429,536ZTi6wWJQ2gYXkXnJwVX,spite,0.709,-4.448,0.00446,0.0292,0.862,142.012
430,62bjfb5YMLvZU44vfjJVxp,BEATS FOR THE UNDERGROUND,0.746,-4.879,0.0211,0.112,0.659,125.99
431,4b8zFITxLmN0rIbhuj5wub,RNS,0.92,-4.976,0.00518,0.0893,0.853,140.012
432,0peWrHmZmYS4D77vJJDMhJ,Sundown (feat. JID),0.599,-5.484,0.17,0.26,0.276,146.957
433,7chTH3GBjjAyagf0SPCZDL,SI SABE FERXXO,0.726,-2.035,0.0139,0.0891,0.489,95.997
434,6TFUhEcEsqGVMZeZtAeUzN,Spicy Margarita,0.74,-4.895,0.00771,0.115,0.572,129.954
435,4luohviQijMNU3yWu8xUMr,Beat Of Your Heart,0.751,-5.183,0.00293,0.127,0.496,120.97
436,0xmzoZJCBY5yu4xPmDLhEG,Dangerous Game,0.716,-3.378,0.0813,0.371,0.849,122.067
437,5yTixFP31a9CFwyh8vP80n,The Thief,0.732,-6.442,0.00241,0.0891,0.694,120.004
438,7bA2I7BtpuuxPwQE91nBUM,Say Something,0.236,-11.4,0.922,0.276,0.106,176.423
439,22CreGLxXnyqg2ktUVZShT,Easy To Miss,0.509,-5.392,0.0534,0.116,0.613,148.188
440,02Vncg7BGazGARW9CMVstt,Pick Me,0.706,-8.536,0.801,0.116,0.483,104.105
441,3HkLJLoUHQbKwjn3krWvpg,Everything’s Beautiful,0.785,-7.163,0.148,0.113,0.772,133.355
442,5yioG7z2EDTHR5aBN1WS7K,Sadie,0.524,-7.671,0.746,0.615,0.185,109.844
443,3ECkGETHF9WCdlRJmVdo7F,my mind (now),0.251,-7.047,0.111,0.135,0.0366,153.697
444,4Z7kVvEhQ3jqhskvmcrgfW,Prove It To You,0.685,-7.002,0.00518,0.0904,0.339,129.859
445,4Inza1lYiwj1XWGaEoY3B5,Trick,0.856,-9.15,0.179,0.0794,0.182,128.171
446,1MLZBL9ZTB4PiPmfjtkMda,Lil Yea,0.51,-7.497,0.153,0.118,0.575,159.99
447,4t2QWoBL2RAsIGUjEs4EHK,Narcissistic,0.697,-4.112,0.382,0.195,0.422,125.982
448,03grA043a1uECo5Kyw28a0,Girls of the Year,0.752,-4.223,0.0132,0.112,0.389,138.014
449,1bmIRafMOhUKsnZE7haw2u,Perdió Este Culo,0.621,-3.228,0.145,0.375,0.445,92.929
450,37o1LWelGPbIdcf8YGMBP5,Bad M'fkr,0.758,-5.101,0.251,0.247,0.962,160.047
451,2ULTiHf6StaL4Hbyarfr2h,Skin Parade,0.21,-8.059,0.438,0.0753,0.164,54.561
452,1seLWPX7HzMY1FZ4lrGXuD,See you soon,0.433,-6.492,0.00778,0.221,0.228,136.009
453,1KtQmheytoTI6kOM8yCowf,This Heart,0.406,-5.124,0.0889,0.158,0.271,150.054
454,4447WSwIe8Q9LNKIh7kZDQ,Break,0.515,-6.675,8.46e-05,0.146,0.266,101.006
