track_id,track_name,artists,album,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,playlist
7lPN2DXiMsVn7XUKtOW1CS,drivers license,"Olivia Rodrigo, ",drivers license,0.585,0.436,0.0601,0.721,1.31e-05,0.105,0.132,143.874,10.0,1.0,hodgepodge.
4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),"Martin Garrix, Clinton Kane, ",Drown (feat. Clinton Kane),0.573,0.739,0.0581,0.212,0.0,0.175,0.363,120.077,9.0,1.0,hodgepodge.
45bE4HXI0AwGZXfZtMp8JR,you broke me first,"Tate McRae, ",you broke me first,0.667,0.373,0.05,0.785,0.0,0.0906,0.0823,124.148,4.0,1.0,hodgepodge.
4xqrdfXkTW4T0RauPLv3WA,Heather,"Conan Gray, ",Kid Krow,0.357,0.425,0.0333,0.584,0.0,0.322,0.27,102.078,5.0,1.0,hodgepodge.
5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,"Jason Mraz, ",Love Is a Four Letter Word,0.483,0.303,0.0429,0.694,0.0,0.115,0.139,133.406,4.0,1.0,hodgepodge.
2SHxMwFhRKzSDDoX5NAYzD,I Do,"Aloe Blacc, ",All Love Everything (Deluxe),0.567,0.383,0.0399,0.75,0.0,0.196,0.32,73.156,0.0,1.0,hodgepodge.
3AJwUDP919kvQ9QcozQPxg,Yellow,"Coldplay, ",Parachutes,0.429,0.661,0.0281,0.00239,0.000121,0.234,0.285,173.372,11.0,1.0,hodgepodge.
2b2LUjMx9LKwIARJf93Rbd,not ur friend,"Jeremy Zucker, ",love is not dying,0.778,0.313,0.421,0.301,0.0,0.667,0.707,68.936,4.0,1.0,hodgepodge.
36AL9WO8rctJOXJxoWdXBC,Way Too Far,"JTN, Abhishek Roy, Madhurima, ",Way Too Far,0.656,0.505,0.0532,0.739,0.000134,0.0943,0.0589,134.869,4.0,0.0,hodgepodge.
6zFMeegAMYQo0mt8rXtrli,HOLIDAY,"Lil Nas X, ",HOLIDAY,0.81,0.511,0.164,0.12,0.0,0.0832,0.837,151.947,5.0,0.0,hodgepodge.
2KCqAdd2ad0hpJc5ySoTE8,Coastline,"Hollow Coves, ",Wanderlust,0.67,0.496,0.0277,0.627,0.00325,0.0584,0.427,100.17,2.0,1.0,hodgepodge.
2tGvwE8GcFKwNdAXMnlbfl,happier,"Olivia Rodrigo, ",SOUR,0.395,0.443,0.133,0.765,9.67e-06,0.0839,0.338,168.924,6.0,1.0,hodgepodge.
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),"Shawn Mendes, Justin Bieber, ",Monster,0.652,0.383,0.0516,0.0676,0.0,0.0828,0.549,145.765,2.0,0.0,hodgepodge.
22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It","Panic! At The Disco, ",Pray for the Wicked,0.577,0.833,0.0695,0.0137,0.0,0.121,0.58,107.936,5.0,1.0,hodgepodge.
4lwS5j051tkYQRTyBatsL6,Stitches,"Shawn Mendes, ",All Things Pop,0.736,0.74,0.0912,0.0174,0.0,0.0481,0.737,74.99,10.0,0.0,hodgepodge.
5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,"Harry Styles, ",Harry Styles,0.427,0.262,0.0276,0.746,0.0,0.068,0.228,104.085,7.0,1.0,hodgepodge.
0PgYPBGqF6Wm5KFHQ81nq5,comethru (with Bea Miller),"Jeremy Zucker, Bea Miller, ",comethru,0.757,0.192,0.0515,0.572,0.0,0.606,0.595,94.024,0.0,1.0,hodgepodge.
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,"Selena Gomez, ",Rare,0.488,0.343,0.0436,0.556,0.0,0.21,0.0978,102.819,4.0,1.0,hodgepodge.
2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,"Lewis Capaldi, ",Breach,0.501,0.405,0.0319,0.751,0.0,0.105,0.446,109.891,1.0,1.0,hodgepodge.
4UuGBDjt8gLXsANZqZxMBz,Love You Better,"John De Sohn, Rasmus Hagen, ",Love You Better,0.733,0.786,0.0422,0.0931,0.0013,0.1,0.786,102.999,11.0,1.0,hodgepodge.
0P4AQdNDgEdi7J8mpgY8Jx,Khoya,"Zariya, Aseem, ",Khoya,0.609,0.539,0.0284,0.138,0.00014,0.286,0.413,99.995,0.0,1.0,hodgepodge.
6epvwUINain4iSHCTWA0sj,The Village,"Wrabel, ",The Village,0.55,0.363,0.0336,0.534,0.0,0.128,0.286,121.94,5.0,1.0,hodgepodge.
5kHvUNjWJR6DtSVaaYlJ2Z,hell or flying,"Jeremy Zucker, ",love is not dying,0.549,0.132,0.0345,0.932,0.00065,0.0816,0.296,139.781,0.0,1.0,hodgepodge.
1n8rB9AhxiAvVP1E2c3yOd,Come Back...Be Here,"Taylor Swift, ",Red (Deluxe Edition),0.483,0.548,0.0254,0.00471,2.01e-06,0.0997,0.217,79.926,4.0,1.0,hodgepodge.
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,"Shawn Mendes, ",Shawn Mendes,0.622,0.712,0.066,0.0573,0.0,0.13,0.487,140.025,5.0,1.0,hodgepodge.
6Im9k8u9iIzKMrmV7BWtlF,34+35,"Ariana Grande, ",Positions,0.83,0.585,0.094,0.237,0.0,0.248,0.485,109.978,0.0,1.0,hodgepodge.
05ABOPiW13nqIedJfqmfPM,rubberband,"Tate McRae, ",rubberband,0.64,0.593,0.0431,0.32,0.0,0.104,0.432,155.08,10.0,1.0,hodgepodge.
1XXimziG1uhM0eDNCZCrUl,Up,"Cardi B, ",Up,0.868,0.795,0.269,0.0012,0.0193,0.0461,0.819,166.0,11.0,1.0,hodgepodge.
3JOF9NzQVkUXtCcJbEQuAb,Heart Like Yours,"Willamette Stone, ",If I Stay (Original Motion Picture Soundtrack),0.465,0.259,0.0318,0.874,0.0,0.102,0.337,93.301,7.0,1.0,hodgepodge.
4vjpLMyL3ZO6aphdYr8XYw,i'm so tired...,"Lauv, Troye Sivan, ",~how i'm feeling~,0.576,0.736,0.224,0.178,0.0,0.238,0.484,101.928,11.0,1.0,hodgepodge.
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,"The Weeknd, ",After Hours,0.514,0.73,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,1.0,1.0,hodgepodge.
7yq4Qj7cqayVTp3FF9CWbm,Riptide,"Vance Joy, ",Dream Your Life Away,0.484,0.731,0.0379,0.431,0.0,0.151,0.51,101.654,1.0,1.0,hodgepodge.
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,"Drake, ",Toosie Slide,0.834,0.454,0.201,0.321,6.15e-06,0.114,0.837,81.618,1.0,0.0,hodgepodge.
4h8Pmw3RELdsanPjssyJoB,Push My Luck,"The Chainsmokers, ",World War Joy,0.563,0.645,0.0428,0.293,0.0,0.202,0.523,89.976,2.0,1.0,hodgepodge.
43zdsphuZLzwA9k4DJhU0I,when the party's over,"Billie Eilish, ","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0.367,0.111,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4.0,1.0,hodgepodge.
3EPXxR3ImUwfayaurPi3cm,Be Alright,"Dean Lewis, ",Be Alright,0.553,0.586,0.0362,0.697,0.0,0.0813,0.443,126.684,11.0,1.0,hodgepodge.
58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,"Kina, Adriana Proenza, ",Can We Kiss Forever?,0.522,0.128,0.0357,0.894,0.026,0.0941,0.124,109.986,4.0,1.0,hodgepodge.
6e40mgJiCid5HRAGrbpGA6,I Want It That Way,"Backstreet Boys, ",The Hits--Chapter One,0.689,0.702,0.0261,0.216,0.0,0.159,0.484,99.031,6.0,0.0,hodgepodge.
15tHagkk8z306XkyOHqiip,"I'll Be There for You - Theme From ""Friends""","The Rembrandts, ",L.P.,0.32,0.917,0.0771,0.0717,0.0,0.169,0.715,190.757,9.0,1.0,hodgepodge.
3FAclTFfvUuQYnEsptbK8w,Back To Black,"Amy Winehouse, ",Back To Black (Deluxe Edition),0.403,0.422,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,7.0,0.0,hodgepodge.
5xS9R5yNeVsB9shSR60eX3,If I Lose Myself,"OneRepublic, ",Native,0.491,0.688,0.0453,0.0849,0.0,0.111,0.279,140.072,2.0,1.0,hodgepodge.
332A9zKFPHqoR8Aa46wZHi,Toothpaste Kisses,"The Maccabees, ",00s Indie Hits,0.462,0.427,0.079,0.893,0.098,0.37,0.475,101.675,9.0,1.0,hodgepodge.
5qhHm4dN4L2dhRb2TfzGPw,Lonely Eyes,"Lauv, ",~how i'm feeling~,0.586,0.499,0.0267,0.0418,0.0,0.0994,0.369,95.012,2.0,1.0,hodgepodge.
6ouAgMwrnaWPJS3ZvKkM7n,Puppet - Demo Version,"Faouzia, ",Puppet (Demo Version),0.711,0.287,0.0334,0.357,0.0,0.175,0.171,111.859,9.0,0.0,hodgepodge.
637Xnv5pNPWrUgmQbcPVqM,Quarters,"Bibio, ",Ribbons,0.455,0.498,0.0263,0.703,0.793,0.219,0.36,144.067,6.0,1.0,hodgepodge.
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever","Shakira, ",Laundry Service,0.794,0.832,0.0407,0.237,1.14e-05,0.203,0.871,107.657,1.0,0.0,hodgepodge.
10LSITr9KpQs2uCh7g2QQh,Come Close,"Anson Seabra, ",Come Close,0.44,0.241,0.0512,0.884,0.0,0.112,0.277,78.083,7.0,1.0,hodgepodge.
2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)","A$AP Rocky, Rod Stewart, Miguel, Mark Ronson, ",AT.LONG.LAST.A$AP,0.394,0.661,0.192,0.00996,0.0,0.343,0.335,149.818,4.0,1.0,hodgepodge.
6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift, ",The Joker And The Queen (feat. Taylor Swift),0.528,0.309,0.0329,0.924,2.1e-06,0.282,0.307,133.83,0.0,1.0,hodgepodge.
0BnF8gcEILVfPbe46GQlSB,Close,"Nick Jonas, Tove Lo, ",Last Year Was Complicated,0.653,0.623,0.082,0.253,0.0,0.144,0.401,123.999,6.0,0.0,hodgepodge.
043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,"Swedish House Mafia, John Martin, ",Until Now,0.632,0.88,0.0463,0.0144,0.0021,0.118,0.338,129.007,2.0,1.0,hodgepodge.
2mgjO5WLxKtdPZcjGORDN6,Tremor - Sensation 2014 Anthem,"Dimitri Vegas & Like Mike, Martin Garrix, Like Mike, ",Tremor (Sensation 2014 Anthem),0.63,0.943,0.0365,0.000328,0.726,0.938,0.41,127.976,6.0,0.0,hodgepodge.
75uAivmbuGRHrOaerbrg9y,Miami 2 Ibiza,"Swedish House Mafia, Tinie Tempah, ",Miami 2 Ibiza,0.714,0.922,0.0925,0.0107,1.89e-05,0.42,0.704,124.927,0.0,1.0,hodgepodge.
65G7XDGcybJiGywSCXJiL5,Animals - Radio Edit,"Martin Garrix, ",Animals,0.593,0.914,0.0363,0.00137,0.445,0.0714,0.0381,128.015,1.0,1.0,hodgepodge.
28VbwtsYnj85UEODGpQRem,"Alone, Pt. II","Alan Walker, Ava Max, ",World Of Walker,0.673,0.659,0.0439,0.539,0.0,0.129,0.628,88.011,3.0,0.0,hodgepodge.
3LlmKSHR3Rs0Y3KHQLAYDk,Alone,"Alan Walker, ",Different World,0.673,0.914,0.0496,0.229,0.000478,0.186,0.183,97.021,10.0,1.0,hodgepodge.
6SRWhUJcD2YKahCwHavz3X,Darkside,"Alan Walker, Au/Ra, Tomine Harket, ",Different World,0.43,0.606,0.0431,0.131,0.0,0.173,0.123,169.988,4.0,0.0,hodgepodge.
2J2Z1SkXYghSajLibnQHOa,Unstoppable,"Sia, ",This Is Acting,0.468,0.779,0.0779,0.112,0.000373,0.101,0.26,173.799,9.0,1.0,hodgepodge.
4VrWlk8IQxevMvERoX08iC,Chandelier,"Sia, ",1000 Forms Of Fear,0.399,0.787,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,1.0,1.0,hodgepodge.
22iKiimk9wEJWdHlKdtFsA,Broken Glass,"Sia, ",This Is Acting (Deluxe Version),0.406,0.917,0.0662,0.0128,0.0571,0.12,0.397,154.033,0.0,0.0,hodgepodge.
49FYlytm3dAAraYgpoJZux,Umbrella,"Rihanna, JAY-Z, ",Good Girl Gone Bad: Reloaded,0.583,0.829,0.134,0.00864,0.0,0.0426,0.575,174.028,1.0,1.0,hodgepodge.
5uImkHXfTLkNYwemtGH7kB,We Found Love,"Rihanna, Calvin Harris, ",Talk That Talk (Deluxe),0.734,0.766,0.0383,0.025,0.00138,0.108,0.6,127.986,1.0,1.0,hodgepodge.
6O20JhBJPePEkBdrB5sqRx,Diamonds,"Rihanna, ",Unapologetic (Deluxe),0.564,0.71,0.0461,0.00125,0.0,0.109,0.393,91.972,11.0,0.0,hodgepodge.
0GNI8K3VATWBABQFAzBAYe,Stay,"Rihanna, Mikky Ekko, ",Unapologetic (Deluxe),0.621,0.31,0.0283,0.945,6.12e-05,0.117,0.125,111.893,9.0,0.0,hodgepodge.
5FTCKvxzqy72ceS4Ujux4N,What's My Name?,"Rihanna, Drake, ",Loud,0.692,0.786,0.069,0.23,0.0,0.0797,0.583,100.025,2.0,1.0,hodgepodge.
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),"Flo Rida, Sia, ",Wild Ones,0.608,0.86,0.0554,0.0991,0.0,0.262,0.437,127.075,5.0,0.0,hodgepodge.
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"Flo Rida, T-Pain, ",Mail on Sunday,0.918,0.609,0.0791,0.0928,0.0,0.139,0.304,128.008,10.0,0.0,hodgepodge.
3bC1ahPIYt1btJzSSEyyrF,Whistle,"Flo Rida, ",Wild Ones,0.747,0.937,0.0453,0.0208,0.0,0.29,0.739,103.976,0.0,1.0,hodgepodge.
6Knv6wdA0luoMUuuoYi2i1,My House,"Flo Rida, ",My House,0.688,0.702,0.0499,0.0215,0.0,0.128,0.74,94.006,7.0,0.0,hodgepodge.
5WFIK6GKHpNXfjlH3BSnep,Bad Romance,"Lady Gaga, ",The Fame Monster (UK Deluxe),0.693,0.924,0.0392,0.0034,4.4e-05,0.0926,0.715,118.983,0.0,1.0,hodgepodge.
3by8IfnW9dZ2t4pZw1WVxz,Stone Cold,"Demi Lovato, ",Confident,0.419,0.453,0.0437,0.539,0.0,0.0971,0.356,140.327,8.0,1.0,hodgepodge.
0eH2eHURaXUP15D8gQlfjx,LoveGame,"Lady Gaga, ",The Fame,0.894,0.678,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,6.0,0.0,hodgepodge.
33KJ2xFYONOlIYDBg6wPx8,Personal,"HRVY, ",Talk To Ya - EP,0.755,0.536,0.12,0.114,0.0,0.0282,0.882,138.969,8.0,1.0,hodgepodge.
6Uj1ctrBOjOas8xZXGqKk4,Woman,"Doja Cat, ",Planet Her,0.824,0.764,0.0854,0.0888,0.00294,0.117,0.881,107.998,5.0,0.0,hodgepodge.
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,"Eminem, ",The Eminem Show,0.908,0.669,0.0738,0.00286,0.0,0.237,0.662,112.238,7.0,1.0,hodgepodge.
09FfQO3PqHO4HIJL511Ksi,Nice Guy (with Jessie Reyez),"Eminem, Jessie Reyez, ",Kamikaze,0.65,0.639,0.458,0.0942,0.0,0.135,0.563,139.226,8.0,1.0,hodgepodge.
75IN3CtuZwTHTnZvYM4qnJ,My Name Is,"Eminem, ",The Slim Shady LP,0.869,0.68,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,1.0,1.0,hodgepodge.
5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),"Eminem, Ed Sheeran, ",Revival,0.757,0.748,0.473,0.17,0.0,0.0759,0.693,90.052,8.0,0.0,hodgepodge.
4QVOTT9CM2ftSLwnYGNDjd,Stan,"Eminem, Dido, ",Curtain Call (Deluxe),0.781,0.74,0.208,0.0375,2.27e-06,0.449,0.527,80.056,6.0,0.0,hodgepodge.
17baAghWcrewNOcc9dCewx,Mockingbird,"Eminem, ",Curtain Call (Deluxe),0.621,0.672,0.276,0.21,0.0,0.13,0.228,83.808,4.0,0.0,hodgepodge.
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,"Eminem, ",The Marshall Mathers LP,0.949,0.661,0.0572,0.0302,0.0,0.0454,0.76,104.504,5.0,0.0,hodgepodge.
6sDQ4uiWw9OdVrCXFLSlZt,Rap God,"Eminem, ",The Marshall Mathers LP2 (Deluxe),0.712,0.838,0.313,0.403,0.0,0.809,0.607,148.138,7.0,1.0,hodgepodge.
0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,"Demi Lovato, ",Tell Me You Love Me,0.706,0.643,0.234,0.0242,0.0,0.262,0.885,143.931,11.0,0.0,hodgepodge.
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,"Demi Lovato, ",Unbroken,0.651,0.695,0.0487,0.23,0.0,0.144,0.569,123.008,6.0,1.0,hodgepodge.
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato, ",Solo (feat. Demi Lovato),0.737,0.636,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,11.0,0.0,hodgepodge.
0STK94RxUulYqWzwFlyAb5,Sober,"Demi Lovato, ",Sober,0.397,0.303,0.11,0.798,4.16e-06,0.0824,0.17,170.22,1.0,1.0,hodgepodge.
2BWWsCwuHAZFE1scLyP6Qe,Somebody To You,"The Vamps, Demi Lovato, ",Meet The Vamps,0.559,0.849,0.0454,0.0854,0.0,0.328,0.759,86.978,3.0,1.0,hodgepodge.
1A2PVHd6kWaMlaJVkMfXmz,"Let It Go - From ""Frozen / Single Version","Demi Lovato, ",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.505,0.624,0.0371,0.0235,0.0,0.5,0.215,139.849,7.0,1.0,hodgepodge.
6l0Ky2PycJV1Bz88kFeVGL,Capital Letters,"Hailee Steinfeld, BloodPop®, ",Fifty Shades Freed (Original Motion Picture Soundtrack),0.661,0.814,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,0.0,1.0,hodgepodge.
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding, ",Delirium (Deluxe),0.262,0.606,0.0484,0.247,0.0,0.125,0.275,189.857,8.0,1.0,hodgepodge.
10GJQkjRJcZhGTLagFOC62,Most Girls,"Hailee Steinfeld, ",Most Girls,0.756,0.572,0.0763,0.0478,0.0,0.0853,0.417,102.986,9.0,1.0,hodgepodge.
4Ce37cRWvM1vIGGynKcs22,Starving,"Hailee Steinfeld, Grey, Zedd, ",Starving,0.728,0.616,0.0645,0.378,0.0,0.105,0.508,99.962,4.0,1.0,hodgepodge.
3TcL0dyCMyr0kyTTc4NLgI,Who Says,"Selena Gomez & The Scene, ",When The Sun Goes Down,0.682,0.927,0.0479,0.0843,0.0,0.149,0.744,101.019,4.0,1.0,hodgepodge.
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,"Bruno Mars, ",Doo-Wops & Hooligans,0.498,0.59,0.032,0.511,0.0,0.107,0.0784,145.867,1.0,0.0,hodgepodge.
1ExfPZEiahqhLyajhybFeS,The Lazy Song,"Bruno Mars, ",Doo-Wops & Hooligans,0.794,0.711,0.0699,0.3,0.0,0.0955,0.955,174.915,8.0,0.0,hodgepodge.
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars, ",Uptown Special,0.856,0.609,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,0.0,1.0,hodgepodge.
3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B, ",Finesse (Remix) [feat. Cardi B],0.704,0.859,0.0996,0.0185,0.0,0.0215,0.926,105.115,5.0,0.0,hodgepodge.
0PG9fbaaHFHfre2gUVo7AN,Please Me,"Cardi B, Bruno Mars, ",Please Me,0.747,0.57,0.081,0.0642,0.0,0.0832,0.65,133.992,1.0,1.0,hodgepodge.
1jo3TwNGCXfNdB5uba3ZVv,Killshot,"Eminem, ",Killshot,0.893,0.651,0.367,0.0995,0.0,0.371,0.6,105.835,0.0,0.0,hodgepodge.
63TyoT9Ee03rQxv8xmdJ2l,RAP DEVIL,"mgk, ",RAP DEVIL,0.895,0.839,0.227,0.217,3e-06,0.239,0.756,149.951,0.0,1.0,hodgepodge.
7MDUVH4ITohsIjdynRwCJp,Dance with the Devil,"Immortal Technique, ","Revolutionary, Vol. 1",0.666,0.871,0.416,0.435,0.0,0.477,0.237,89.207,1.0,0.0,hodgepodge.
2x0WlnmfG39ZuDmstl9xfX,End Game,"Taylor Swift, Ed Sheeran, Future, ",reputation,0.649,0.589,0.0558,0.00845,0.0,0.108,0.151,159.073,2.0,1.0,hodgepodge.
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,"Taylor Swift, ",reputation,0.613,0.764,0.136,0.0527,0.0,0.197,0.417,160.015,2.0,1.0,hodgepodge.
1ZY1PqizIl78geGM4xWlEA,Gorgeous,"Taylor Swift, ",reputation,0.8,0.535,0.135,0.0713,9.48e-06,0.213,0.451,92.027,7.0,1.0,hodgepodge.
1p80LdxRV74UKvL8gnD7ky,Blank Space,"Taylor Swift, ",1989,0.753,0.678,0.0644,0.085,1.64e-06,0.13,0.583,96.006,5.0,1.0,hodgepodge.
1q3RiD1tIWUpGsNFADMlvl,All Too Well,"Taylor Swift, ",Red (Deluxe Edition),0.602,0.609,0.0243,0.0382,0.0002,0.127,0.337,93.06,0.0,1.0,hodgepodge.
5OCJzvD7sykQEKHH7qAC3C,God is a woman,"Ariana Grande, ",Sweetener,0.602,0.658,0.0558,0.0233,6e-05,0.237,0.268,145.031,1.0,1.0,hodgepodge.
2eLxEzMVfiQih0cJIWIowm,Nightingale,"Demi Lovato, ",Demi,0.486,0.605,0.0365,0.139,0.0,0.105,0.33,141.319,9.0,1.0,hodgepodge.
4JehYebiI9JE8sR8MisGVb,Halo,"Beyoncé, ",I AM...SASHA FIERCE,0.508,0.72,0.0628,0.272,0.0,0.0563,0.472,79.983,11.0,0.0,hodgepodge.
3DQisSEr1TLp9H0BEeKiQS,Uncover,"Zara Larsson, ",Uncover,0.556,0.529,0.025,0.4,0.0,0.268,0.308,89.887,2.0,1.0,hodgepodge.
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister","Train, ","Save Me, San Francisco (Golden Gate Edition)",0.673,0.886,0.0431,0.185,0.0,0.0826,0.795,97.012,1.0,0.0,hodgepodge.
4D4YXEKyO2z7j6Wahoe4R7,Hurt so Good,"MARC, Kiera Weathers, ",Hurt So Good,0.597,0.608,0.0638,0.153,0.0,0.123,0.452,134.989,6.0,0.0,hodgepodge.
7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,"Halsey, ",hopeless fountain kingdom (Deluxe),0.675,0.751,0.0296,0.0604,0.0,0.0893,0.612,118.384,0.0,1.0,hodgepodge.
6mQLN3zRtAp6ovjusyYKrV,Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur, Anne-Marie, ",Rewrite The Stars (with James Arthur & Anne-Marie),0.67,0.743,0.0393,0.237,0.0,0.465,0.571,125.944,10.0,1.0,hodgepodge.
6qgbLRTPfUVyWMPHYgyHS6,Canola Fields,"James McMurtry, ",The Horses and the Hounds,0.562,0.624,0.047,0.266,1.05e-06,0.243,0.441,77.935,8.0,1.0,hodgepodge.
3o9kpgkIcffx0iSwxhuNI2,Numb Little Bug,"Em Beihold, ",Numb Little Bug,0.742,0.527,0.0769,0.327,0.0,0.25,0.638,84.974,8.0,0.0,hodgepodge.
6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,"Nina Simone, ",I Put A Spell On You,0.399,0.326,0.0386,0.864,0.0,0.191,0.546,79.206,7.0,0.0,hodgepodge.
35JqhVvhuyBoPLLUY8Klqd,Dancing Without Music,"BRDGS, ",Ie+,0.316,0.237,0.0353,0.854,8.3e-06,0.117,0.237,93.177,1.0,1.0,hodgepodge.
01Q3OyB05mLgH01fpdAMPP,Wait,"M83, ","Hurry up, We're Dreaming",0.426,0.228,0.0322,0.198,0.13,0.0832,0.0822,147.994,2.0,1.0,hodgepodge.
3aZS35xQXnpGuBoxVPEnLz,Heavy Hours,"Crooked Fingers, ",Breaks in the Armor,0.603,0.151,0.0314,0.924,0.143,0.0929,0.2,141.327,4.0,1.0,hodgepodge.
3uHRN9pGmNPI1ftbmk35Qu,Colder,"Nina Nesbitt, ","The Sun Will Come up, The Seasons Will Change",0.719,0.493,0.0351,0.182,0.0,0.0666,0.734,97.488,11.0,0.0,hodgepodge.
56ToH3YiSMT51y1H2dygOX,Rosyln,"Bon Iver, St. Vincent, ",The Twilight Saga: New Moon (Original Motion Picture Soundtrack) [Deluxe],0.329,0.277,0.0302,0.971,0.024,0.0971,0.121,159.719,10.0,0.0,hodgepodge.
6IjeHG6oLIkZeSq2SMEAtd,Blush,"Taba Chake, ",Blush,0.604,0.469,0.0543,0.649,6.26e-05,0.124,0.495,66.383,3.0,1.0,hodgepodge.
2U19wdzl1Wxf48wov8ubnZ,"Taking Me High, Taking Me Low","Gold Flow, Jason Dering, ",Pioneer,0.375,0.166,0.0297,0.86,6.8e-06,0.112,0.161,93.687,2.0,1.0,hodgepodge.
3WmgMoWZ1E5yNyn2aUzWAr,BOYFREN,"LoveLeo, ",BOYFREN,0.846,0.364,0.0602,0.246,0.011,0.0902,0.682,79.927,1.0,1.0,hodgepodge.
4zPZH9rdwjD3TBvHZvPLSl,Feels Right,"Roosevelt, ",Polydans,0.587,0.951,0.117,0.00797,0.00246,0.412,0.933,106.214,5.0,0.0,hodgepodge.
6cDWbP0Hn5kXwZlMtWysTK,Strangers,"Roosevelt, ",Polydans,0.65,0.883,0.0712,0.0714,0.835,0.079,0.891,106.014,0.0,0.0,hodgepodge.
4My8w8AA1JpG6E5SiAPvJL,Kiss You,"One Direction, ",Take Me Home (Expanded Edition),0.637,0.93,0.0511,0.0177,0.0,0.452,0.886,90.014,4.0,1.0,hodgepodge.
0TAmnCzOtqRfvA38DDLTjj,Little Things,"One Direction, ",Take Me Home (Expanded Edition),0.709,0.22,0.0327,0.811,0.0,0.175,0.53,110.076,7.0,1.0,hodgepodge.
3lnjFENd7rHxPYM9b964Md,"C'mon, C'mon","One Direction, ",Take Me Home (Expanded Edition),0.638,0.942,0.0857,0.015,0.0,0.31,0.745,142.896,5.0,0.0,hodgepodge.
0KqlLyIGuBZWqzNwP9rypc,Last First Kiss,"One Direction, ",Take Me Home (Expanded Edition),0.538,0.819,0.0435,0.0445,0.0,0.215,0.478,82.085,4.0,1.0,hodgepodge.
4GF00uRxC4ECrxNEbnapqf,Rock Me,"One Direction, ",Take Me Home (Expanded Edition),0.506,0.909,0.0528,0.0261,0.0,0.155,0.814,168.021,8.0,1.0,hodgepodge.
6Fe0bY8vDxBnN7rDgu3ACE,I Would,"One Direction, ",Take Me Home (Expanded Edition),0.72,0.725,0.0463,0.00603,0.0,0.24,0.679,126.471,4.0,1.0,hodgepodge.
6l3vk93IWfe0wq396JTCM6,Over Again,"One Direction, ",Take Me Home (Expanded Edition),0.373,0.575,0.0915,0.302,0.0,0.125,0.5,72.595,2.0,1.0,hodgepodge.
02O8hDaIJPEUHh9XEj0u76,Back For You,"One Direction, ",Take Me Home (Expanded Edition),0.569,0.911,0.0772,0.0194,0.0,0.0925,0.51,160.054,2.0,1.0,hodgepodge.
