track_id,track_name,artists,album,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,playlist
6sJWd8rOJMUOnExe5382gL,Dominator,"Maksim Dark, ",Insomnia,0.817,0.349,0.0752,0.00463,0.897,0.109,0.0877,125.009,0.0,1.0,Groove👟
3bfoE6deRVfiq1VBJcftti,ALLEINE - Brutalismus 3000 RMX,"Yung Hurn, Brutalismus 3000, ",ALLEINE (Brutalismus 3000 RMX),0.685,0.918,0.0503,0.0206,0.904,0.0575,0.753,150.003,11.0,1.0,Groove👟
4s69BXFmdssMXfSllZ2zlf,Friends - Bassjackers Remix,"Dimitri Vegas, Steve Aoki, Chapter & Verse, Bassjackers, ",Friends (Bassjackers Remix),0.542,0.996,0.216,0.0206,0.406,0.146,0.109,139.987,7.0,1.0,Groove👟
6R84ZlQF7gGkPB6o3GLZXB,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix),"Age Of Love, Charlotte de Witte, Enrico Sangiuliano, ",The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix) [Charlotte de Witte & Enrico Sangiuliano Remix - Edit],0.748,0.908,0.0504,0.0588,0.894,0.0943,0.0576,130.004,5.0,0.0,Groove👟
043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,"Swedish House Mafia, John Martin, ",Until Now,,,,,,,,,,,Groove👟
6JkQb1qCCJDBV7kW5vJUAH,ACID,"Hardwell, Maddix, Luciana, ",ACID,0.573,0.982,0.0576,0.0278,0.768,0.386,0.0617,135.034,0.0,1.0,Groove👟
1jLsirPDkUS2g4gnkYua58,Ignite,"Alan Walker, Julie Bergan, K-391, SEUNGRI, ",Ignite,,,,,,,,,,,Groove👟
6j2AojKOLW867QDk2hEO5j,DREAMER,"The Blaze, ",DREAMER,0.666,0.518,0.115,0.51,0.0269,0.0924,0.218,122.97,9.0,0.0,Groove👟
0bfeRvbX6Y7BU13QqeA7wf,Metamorphosis - Marie Vaunt Remix,"Belocca, Marie Vaunt, ",Metamorphosis (Remixes),0.655,0.997,0.103,0.000901,0.869,0.108,0.0648,136.013,10.0,0.0,Groove👟
1gV0hgMNdpSWeW7ZjSUKnX,Afterhours feat. Diplo & Nina Sky,"TroyBoi, Diplo, Nina Sky, ",Afterhours feat. Diplo & Nina Sky,,,,,,,,,,,Groove👟
4NZ49ou8OhP8AIlmFmmNUu,Harpe,"Kenton Slash Demon, ",Harpe/Syko,0.575,0.494,0.05,0.0007,0.727,0.109,0.0801,126.001,11.0,1.0,Groove👟
2rphJ6C6aQMpKm1ObzQTRS,Elevator,"Beachcrimes, Tia Tia, ",PM,0.717,0.927,0.0505,0.00616,0.48,0.111,0.537,125.033,1.0,1.0,Groove👟
1K7nWdrkvcPIAdYva1Flto,Mungaru Maleye,"Sonu Nigam, ",Mungaru Male,0.546,0.507,0.0342,0.61,0.0,0.289,0.317,130.213,7.0,1.0,South side 🍛
038gnuPve7s8rADCEDYsMH,Paravashanadenu,"Sonu Nigam, ",Paramathma (Original Motion Picture Soundtrack),0.635,0.299,0.0384,0.72,5.69e-05,0.132,0.402,83.983,1.0,0.0,South side 🍛
4N9JNgOh7mUm2NPn5VAaQK,Nee Nanna Olavu,"Judah Sandhy, Abhinandan Mahishale, Supriya Lohith, ",Chamak (Original Motion Picture Soundtrack),0.671,0.459,0.075,0.49,2.13e-05,0.312,0.458,144.927,11.0,0.0,South side 🍛
5CR0wsdb64LimwxRcrxtsG,Kaagadada Doniyalli,"Vasuki Vaibhav, ",Kirik Party (Original Motion Picture Soundtrack),0.683,0.682,0.0324,0.372,1.92e-06,0.118,0.456,120.996,5.0,0.0,South side 🍛
6NbnEsm41dc5m8BZQlz0Jt,Manchadalli Koothu,"Sangeetha Ravindranath, ",Kirik Party (Original Motion Picture Soundtrack),0.398,0.252,0.0429,0.818,0.000197,0.105,0.0497,129.608,0.0,1.0,South side 🍛
39bF8rJqzK9JYe6Or751Ff,Male Ninthu Hoda Mele - Female Version,"Shreya Ghoshal, ",Milana (Original Motion Picture Soundtrack),0.653,0.545,0.0296,0.275,1.19e-05,0.24,0.517,115.935,11.0,0.0,South side 🍛
1Ht0zwOhMh9Y932HIWMAee,Belageddu,"B. Ajaneesh Loknath, Vijay Prakash, ",Kirik Party (Original Motion Picture Soundtrack),0.813,0.763,0.0894,0.618,1.26e-06,0.122,0.855,96.998,7.0,0.0,South side 🍛
4Hw4rxaJFK8V7oMRkV4M7Y,Neenire Saniha,"B. Ajaneesh Loknath, Shreya Ghoshal, ",Kirik Party (Original Motion Picture Soundtrack),0.465,0.609,0.0975,0.687,0.0,0.244,0.674,179.524,7.0,1.0,South side 🍛
555NYWQ1PbmLJiTW6XFwtr,Munjaane Manjalli,"Raghu Dixit, ",Just Maath Maathali,0.39,0.505,0.0381,0.421,0.0,0.0918,0.28,113.706,9.0,1.0,South side 🍛
6Hl4agkPcoBdJpx5VHzkkH,Preetiya Hesare Neenu,"Raghu Dixit, ",Happy New Year (Original Motion Picture Soundtrack),0.474,0.194,0.039,0.814,0.0,0.137,0.219,105.464,4.0,1.0,South side 🍛
4a4av6faxCAkMPYudlRLS1,Minchagi Neenu,"Sonu Nigam, ",Galipata,0.672,0.626,0.0572,0.379,4.04e-05,0.159,0.556,115.967,1.0,0.0,South side 🍛
2Iby9HGzYwh6b0DOAtUwKy,Ahah Ee Bedurugombey,"Udit Narayan, Anuradha Sriram, ",Galipata,0.76,0.729,0.136,0.156,0.0,0.0965,0.802,89.982,8.0,0.0,South side 🍛
3j9DrRebdWK1jkpOw9FZUy,Samajavaragamana,"Sid Sriram, ",Ala Vaikunthapurramuloo,0.568,0.663,0.0345,0.91,4.82e-05,0.124,0.808,165.203,8.0,1.0,South side 🍛
4hTcGYU6uXZVCAfIMsxhlC,"Parayuvaan - From ""Ishq""","Sid Sriram, Neha S. Nair, Jakes Bejoy, Joe Paul, ","Parayuvaan (From ""Ishq"")",0.565,0.565,0.0515,0.639,0.00206,0.0838,0.246,146.977,3.0,1.0,South side 🍛
7mLEUzAulFygMchoGMrP8E,Ennodu Nee Irundhaal,"A.R. Rahman, Sid Sriram, Sunitha Sarathy, ",I (Original Motion Picture Soundtrack),0.261,0.603,0.0367,0.558,0.0,0.184,0.207,158.125,0.0,1.0,South side 🍛
5vWSJuDCDnlNFZD7RCi86c,Mandhira Kanniley,"Chinmayi, Vijay Deverakonda, Malobika Mj, ",Mandhira Kanniley,0.575,0.363,0.0316,0.935,0.000143,0.183,0.56,149.686,4.0,1.0,South side 🍛
621p2T2xekPgXH4LvzLAgp,Dheera Dheera,"M. M. Keeravani, Nikita Nigam, ",Magadheera,0.445,0.793,0.275,0.635,0.0646,0.129,0.484,153.815,9.0,0.0,South side 🍛
4pGXWHaNFVxpugHjlWW7vW,Katheyonda Helide,"B. Ajaneesh Loknath, Varun Ramachandra, ",Kirik Party (Original Motion Picture Soundtrack),0.765,0.689,0.0401,0.372,0.0,0.129,0.611,100.018,0.0,1.0,South side 🍛
27rGRAvs3SEJ70ke4DRJtx,Sariyaagi,"Armaan Malik, ",Mungaru Male 2 (Original Motion Picture Soundtrack),0.658,0.574,0.0325,0.61,0.000102,0.132,0.508,104.064,5.0,0.0,South side 🍛
49ai64251KJsn9BGYUAMKY,Minchagi Neenu,"Sonu Nigam, ",Gaalipata (Original Motion Picture Soundtrack),0.67,0.597,0.0513,0.414,8.65e-05,0.117,0.535,115.978,1.0,0.0,South side 🍛
1Mb2lIJ57ZCtvcOCH2Wohd,Kanasalu,"Shreya Ghoshal, ",Mungaru Male 2 (Original Motion Picture Soundtrack),0.688,0.408,0.0371,0.388,1.87e-06,0.1,0.255,119.98,1.0,0.0,South side 🍛
4QK1qv4mgsfdWmMzp1Z3fx,Khoj (Passing By),"When Chai Met Toast, ",Believe,,,,,,,,,,,South side 🍛
0h5wFi2R8a9ReSIDbXzZgy,Samajavaragamana,"Sid Sriram, ",Ala Vaikunthapurramuloo,0.568,0.663,0.0345,0.91,4.82e-05,0.124,0.808,165.203,8.0,1.0,South side 🍛
4FkW6poWtIXkOr1yHVAE2u,This Is Bengaluru,"Rinosh George, ",This Is Bengaluru,0.68,0.385,0.279,0.477,0.0,0.0813,0.609,169.55,9.0,1.0,South side 🍛
0sd5MZPkgjHzTlrrZE4XDk,Yevarini Adaganu,"Vishal Chandrashekhar, Yazin Nizar, ",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],0.351,0.448,0.0786,0.129,0.0,0.269,0.122,90.603,7.0,1.0,South side 🍛
0gE8ZP2cTXpRDz53bTkpu6,Inthandham,"Vishal Chandrashekhar, S.P. Charan, ",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],0.669,0.371,0.059,0.667,0.0,0.109,0.628,99.931,4.0,1.0,South side 🍛
6XYQvYJzHjK5150Vl7NKfJ,"Kaadhal En Kaviye - From ""Salmon 3D""","Sid Sriram, Sreejith Edavana, ","Kaadhal En Kaviye (From ""Salmon 3D"")",0.625,0.34,0.0371,0.655,1.28e-06,0.137,0.396,139.982,6.0,1.0,South side 🍛
2kbxGCtWSV0f1ON720Bd4O,Don'u Don'u Don'u - The Don's Romance,"Anirudh Ravichander, Alisha Thomas, ",Maari (Original Motion Picture Soundtrack),0.776,0.82,0.0414,0.287,0.000361,0.242,0.773,89.982,8.0,0.0,South side 🍛
3NLIx1vXBLh5F5cFMoKnDd,Ek Charraiya,"Jeet Gannguli, Arijit Singh, ",Citylights (Original Motion Picture Soundtrack),0.665,0.248,0.0294,0.681,0.0,0.11,0.313,108.061,7.0,1.0,Bollywood / North Side 👳🏻‍♂️
73y649QhnXdcm6fRdvfraO,Abhi Mujh Mein Kahin,"Ajay-Atul, Sonu Nigam, ",Agneepath (Original Motion Picture Soundtrack),0.334,0.387,0.0332,0.755,3.94e-05,0.113,0.42,129.959,2.0,1.0,Bollywood / North Side 👳🏻‍♂️
4BTPzhEsyW3blWcxcuhLM0,Mitwa,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali, ",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
3bZPdEskcnMdepwCaDSJRl,Bin Tere,"Vishal-Shekhar, Shafqat Amanat Ali, Sunidhi Chauhan, ",I Hate Luv Storys (Original Motion Picture Soundtrack),0.585,0.698,0.0392,0.42,3.59e-06,0.363,0.621,139.831,9.0,1.0,Bollywood / North Side 👳🏻‍♂️
3FrQDoFoIOFa9e9pH3Wr6F,Kuch Kam,"Vishal-Shekhar, Shaan, ",Dostana (Original Motion Picture Soundtrack),0.692,0.48,0.0397,0.575,0.00287,0.137,0.525,144.003,7.0,1.0,Bollywood / North Side 👳🏻‍♂️
4dPeCbg2Op44s9kwyMS3ZT,Sadka,"Vishal-Shekhar, Suraj Jagan, Mahalakshmi Iyer, ",I Hate Luv Storys (Original Motion Picture Soundtrack),0.678,0.547,0.0286,0.232,0.000176,0.0785,0.579,143.892,7.0,1.0,Bollywood / North Side 👳🏻‍♂️
7zG4akZAie70mOCMmtoacS,Bin Tere - Reprise,"Vishal-Shekhar, Shekhar Ravjiani, ",I Hate Luv Storys (Original Motion Picture Soundtrack),0.452,0.249,0.0299,0.876,2.3e-05,0.115,0.419,149.599,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
2ByjaJ6IkFfvXx9XRdvkBS,Tum Mile - Rock,"Pritam, Shafqat Amanat Ali, ",Tum Mile (Original Motion Picture Soundtrack),0.525,0.633,0.0292,0.393,6.01e-06,0.342,0.219,114.928,5.0,1.0,Bollywood / North Side 👳🏻‍♂️
7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,"Pritam, Mohit Chauhan, ",Jab We Met,0.609,0.538,0.0273,0.328,0.0,0.125,0.608,130.015,6.0,1.0,Bollywood / North Side 👳🏻‍♂️
6FjbAnaPRPwiP3sciEYctO,Raabta,"Pritam, Arijit Singh, ",Agent Vinod,0.657,0.581,0.0298,0.699,1.82e-05,0.116,0.323,118.037,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
0gPgdRfB4jdGrlyXS0Vx78,Khuda Jaane,"Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan, ",Bachna Ae Haseeno,0.382,0.632,0.0411,0.391,0.000486,0.0922,0.716,78.936,8.0,1.0,Bollywood / North Side 👳🏻‍♂️
6f3ANRNQ8nCiPZ6VqXqq93,Main Rahoon Ya Na Rahoon,"Amaal Mallik, Armaan Malik, Rashmi Virag, ",Main Rahoon Ya Na Rahoon,0.55,0.488,0.0284,0.718,0.000118,0.126,0.301,136.025,6.0,1.0,Bollywood / North Side 👳🏻‍♂️
6rfahvufEQDIVTHJIU2QQB,"For Aisha (Featured in ""The Sky Is Pink"")","MEMBA, EVAN GIIA, Nooran Sisters, ","For Aisha (Featured in ""The Sky Is Pink"")",0.568,0.622,0.109,0.063,0.0018,0.56,0.109,76.984,4.0,1.0,Bollywood / North Side 👳🏻‍♂️
4rSmmC6OYmjVOYxr8ruVWN,Mere Bina,"Pritam, Nikhil D'Souza, ",Crook (Original Motion Picture Soundtrack),0.511,0.767,0.0524,0.651,0.0,0.153,0.463,79.923,2.0,1.0,Bollywood / North Side 👳🏻‍♂️
3kuxr8U3QynLzyW82p5hYR,Aas Paas Khuda,"Rahat Fateh Ali Khan, ",Anjaana Anjaani,0.556,0.706,0.0336,0.335,1.8e-06,0.137,0.726,80.008,5.0,1.0,Bollywood / North Side 👳🏻‍♂️
3pNxVP6r45iUho1uxEYdj9,Anjaana Anjaani Ki Kahani,"Nikhil D'Souza, Monali Thakur, ",Anjaana Anjaani,0.682,0.97,0.0459,0.00591,0.171,0.0448,0.959,137.954,2.0,1.0,Bollywood / North Side 👳🏻‍♂️
6512hyAQxOng8v4R71IV47,Hairat,"Lucky Ali, ",Anjaana Anjaani,0.618,0.765,0.0661,0.0111,0.000363,0.122,0.439,104.004,9.0,0.0,Bollywood / North Side 👳🏻‍♂️
6qNyL8lZuqFmy9ginJRQOZ,Tumse Hi Tumse,"Shekhar Ravjiani, Caralisa Monteiro, ",Anjaana Anjaani,0.7,0.526,0.0355,0.0981,0.471,0.102,0.774,92.015,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
3xF15SqY32Mno3UUMBirhU,Zehnaseeb,"Vishal-Shekhar, Chinmayi, Shekhar Ravjiani, ",Hasee Toh Phasee (Original Motion Picture Soundtrack),0.623,0.595,0.0331,0.361,0.000136,0.353,0.418,78.029,7.0,1.0,Bollywood / North Side 👳🏻‍♂️
1EjxJHY9A6LMOlvyZdwDly,Tum Mile,"Pritam, Neeraj Shridhar, ",Tum Mile (Original Motion Picture Soundtrack),0.738,0.798,0.0334,0.32,5.15e-06,0.31,0.793,123.01,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
6YycppSAeGtSvwmu8qCcr2,In Dino,"Pritam, Soham, ",Life In A Metro (Original Motion Picture Soundtrack),0.41,0.633,0.0378,0.513,0.0,0.116,0.344,101.461,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
4peiaLdhDgUgQ646Gpbvh3,"Dooriyan (From ""Love Aaj Kal"")","Mohit Chauhan, ",Love Aaj Kal,0.517,0.716,0.0509,0.611,0.0,0.11,0.594,122.952,7.0,0.0,Bollywood / North Side 👳🏻‍♂️
6vcozWbolXXcIjrGIQSL2B,Jo Pyaar Ho Gaya,"Many, ",Ishaan,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6nQEuCVfbVWgM27E6p2UtT,Baatein Shuru,"Raghu Dixit, Joi Barua, Shefali Alvares, Anvita Dutt, ",Mujhse Fraaandship Karoge,0.907,0.538,0.046,0.05,0.00153,0.0568,0.691,107.966,9.0,1.0,Bollywood / North Side 👳🏻‍♂️
3x55c9UVpbURc2T02DLfEM,Te Amo (Duet),"Pritam, Ash King, Sunidhi Chauhan, ",Dum Maaro Dum,0.594,0.757,0.0504,0.606,0.0,0.251,0.597,127.894,11.0,1.0,Bollywood / North Side 👳🏻‍♂️
1jQyxlt48R1Jdn37Rgn04d,Anjaana Anjaani,"Vishal Dadlani, Shilpa Rao, ",Anjaana Anjaani,0.526,0.639,0.0322,0.49,1.46e-05,0.099,0.214,77.053,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
1QufGJee7k9v4Cfp2NxXbv,Abhi Kuch Dino Se,"Pritam, Mohit Chauhan, ",Dil Toh Baccha Hai Ji,0.703,0.695,0.118,0.654,0.0,0.103,0.683,92.003,4.0,1.0,Bollywood / North Side 👳🏻‍♂️
1vgVsR5rkXGP4NmUcoroJH,Aye Khuda,"Salim Merchant, ",Paathshaala,0.656,0.762,0.0315,0.549,0.0,0.139,0.558,110.002,9.0,1.0,Bollywood / North Side 👳🏻‍♂️
4TobDQpylJNxkXMH1QUvTp,Tum Mile - Love Reprise,"Pritam, Javed Ali, ",Tum Mile (Original Motion Picture Soundtrack),0.589,0.626,0.0273,0.777,1.97e-06,0.13,0.443,114.915,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
585SYEI9JiuPwTifUycHe0,Mere Sang,"Pritam, Sunidhi Chauhan, Sandeep Shrivastava, Pankaj Awasthi, ",New York,0.624,0.535,0.0376,0.642,5.31e-06,0.114,0.577,114.867,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
3zAXHUL5YcYOA41rruvjy4,Manchala,"Vishal-Shekhar, Shafqat Amanat Ali, Nupur Pant, ",Hasee Toh Phasee (Original Motion Picture Soundtrack),0.365,0.649,0.0408,0.151,0.0,0.121,0.453,78.398,11.0,0.0,Bollywood / North Side 👳🏻‍♂️
2qgXrzJsry4KgYoJCpuaul,Choo Lo,"The Local Train, ",Aalas Ka Pedh,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6ZmtxXUXRVjxOhugKkmerC,Dil Mere,"The Local Train, ",Aalas Ka Pedh,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
74kCarkFBzXYXNkkYJIsG0,Alag Aasmaan,"Anuv Jain, ",Alag Aasmaan,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
5iCY0TXNImK4hyKfcplQsg,Baarishein,"Anuv Jain, ",Baarishein,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6Oq4lIhSSYdA6WuXU9sPeG,Baarish Lete Aana,"Darshan Raval, ",Baarish Lete Aana,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
4I5Xcdu5Hnki1aP0Uxbs4n,Saawali Si Raat,"Pritam, Arijit Singh, ",Barfi! (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
2ZvWoJ82LKCgD0nU9H5ue5,Main Tumhara,"A.R. Rahman, Jonita Gandhi, Hriday Gattani, ",Dil Bechara (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6zyozkRLgDlqZIUJzCwkgP,,", ",,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
3dQjCswDedsHNxdaOhcfiz,Aahatein,"Karthik, Shilpa Rao, ",Ek Main Aur Ekk Tu,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
50Emj7dvfU5NTCQsS7ECJ7,"Ek Tukda Dhoop (From ""Thappad"")","Raghav Chaitanya, Anurag Saikia, ","Ek Tukda Dhoop (From ""Thappad"")",,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
3ySVdXje5nm31d7vL3jNV3,Galliyan,"Ankit Tiwari, ",Ek Villain,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
1OEmd2iXU8pWG7CrKNpGUg,Humdard,"Arijit Singh, ",Ek Villain,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6iZVjFRLTOt0GNwrUIO7BS,,", ",,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
2kD4bj1vRl3HcBJZPTNfPF,Rehne Do Na,"Ankur Tewari, ",Guilty (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
0NLkVxf0PyxsXBG3EuZcJf,Gul,"Anuv Jain, ",Gul,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
1cmZbGkCEVVAck2MsWpPYQ,Hasi - Female Version,"Ami Mishra, Shreya Ghoshal, Kunaal Vermaa, ",Hamari Adhuri Kahani (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
0P5w3SLrKLoTbNJNUx1Kqv,Jaise Mera Tu,"Arijit Singh, Priya Saraiya, ",Happy Ending (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
3E424W0IJS3ypZ4YOxE0Jn,Kahin To,"Rashid Ali, Vasundhara Das, ",Jaane Tu... Ya Jaane Na,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6P0XrGFaGfNh0ObmhSTKW2,Saathi Rey,"Arko, ",Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6q7bXTv3yBedHblKRoC5uu,Kadam,"Prateek Kuhad, ",Karwaan,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
0dYNiMZm5bNu7ap0EQT2qD,Ajnabi,"Zebunissa Bangash, ",Madras Cafe,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6dBLgphupJ1AQZLKP9JXGi,Manzil,"House On The Clouds, ",Manzil,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
5qyEyqpT0TBVun8W07MEmR,Maula,"Anuv Jain, ",Maula,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
00juIvfvPtZ0CfAMwEkHaV,,", ",,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6bdpj89aYEBjhpsenXAsmO,Enna Sona,"A.R. Rahman, Arijit Singh, ",OK Jaanu (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
5h1L6nOR9QYXeeNW14aeus,Pause,"Prateek Kuhad, ",Pause,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
51Gk1czQl7NjX0jHwawO1G,Yeh Pal,"Prateek Kuhad, ",Raat Raazi,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
4LK7Zr5pHt6vGr54Ut38su,Raat Raazi,"Prateek Kuhad, ",Raat Raazi - Single,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6Ln89sczgIcAJXGAIdS94R,Riha,"Anuv Jain, ",Riha,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
7uNnlVit5qDvfOje0pqICF,Tum Ho,"Mohit Chauhan, Suzanne D'Mello, ",Rockstar,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
1awtp7rf6ajhGY9BgzCHeZ,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)","Mithoon, Arijit Singh, Sunidhi Chauhan, ",Shivaay,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6preZS0pC2OdHPZAOwcoM9,,", ",,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
6N5WkgPIDoTdbCXyyIIKAv,tere bina,"Zaeden, ",tere bina,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
1TkyDEdjiUuYhoMkxdZCiO,Tere Hi Hum,"Prateek Kuhad, ",Tere Hi Hum,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
4lBO4Q7Pa816Mk3ptYcYUz,"Tere Mere (From ""Chef"")","Armaan Malik, Amaal Mallik, ","Tere Mere (From ""Chef"")",,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
5a11x5PUFvJEadMRqtNtTr,Piya O Re Piya,"Atif Aslam, Shreya Ghoshal, Sachin-Jigar, ",Tere Naal Love Ho Gaya (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
7eadaD2SBArRbebB9CP70X,Tu Aisa Kaise Hai?,"Osho Jain, ",Tu Aisa Kaise Hai?,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
4LtSTc3xANVhYeeN69nscM,Aaftaab,"The Local Train, ",Vaaqif,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
0mJTAdmY8olbGQjopDYff3,Vaaste,"Dhvani Bhanushali, Nikhil D'Souza, Tanishk Bagchi, ",Vaaste,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
5W6g1PHkGkgbzkWJ6j4vQO,,", ",,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
3jtKSUiVDowKNBqVQbWaig,Iktara,"Amit Trivedi, Kavita Seth, Amitabh Bhattacharya, ",Wake Up Sid (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
1lIYP8fDGGnp91OMTUnwjV,Waqt Ki Baatein,"Dream Note, ",Waqt Ki Baatein - Single,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
5nHwX7e5XHnie22nuTFgda,Dil Kyun Yeh Mera,"KK, ",Kites,0.486,0.382,0.0286,0.613,8.56e-05,0.149,0.164,125.918,6.0,1.0,Bollywood / North Side 👳🏻‍♂️
6l1VsKiMyaUWElFrM1rsuu,Saansein,"Prateek Kuhad, ",Karwaan,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
4wvbPDtxKidgUyCqqMuldq,Mann Ki Baat,"Lifafa, ",SUPERPOWER 2020,0.737,0.328,0.0344,0.332,0.000655,0.258,0.299,100.014,1.0,0.0,Bollywood / North Side 👳🏻‍♂️
4iKFqeIaHr3KifNF0kmkib,Ab Mujhe Koi,"Rekha Bhardwaj, ",Ishqiya,,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
5K5kYg6D3rOks7NyLpziTU,"Judaai (From ""Badlapur)","Rekha Bhardwaj, Arijit Singh, ",Badlapur (Original Motion Picture Soundtrack),,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
0F2JKW9PYQgqSmyNM3IV2W,"Mileya Mileya (From ""Happy Ending)","Rekha Bhardwaj, Jigar Saraiya, Priya Andrews, ",Happy Ending (Original Motion Picture Soundtrack),0.727,0.458,0.0406,0.22,0.021,0.129,0.399,124.968,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
2kLFzLJgHtreNbNlbVzQy4,,", ",,0.774,0.783,0.0857,0.0173,0.0,0.19,0.206,93.959,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
7MBqVOzb8C3f0FXr2LBLiq,"Doobey (From ""Gehraiyaan"")","OAFF, Savera, Lothika, Kausar Munir, ","Doobey (From ""Gehraiyaan"")",0.751,0.669,0.0359,0.342,1.31e-05,0.0822,0.359,119.014,3.0,0.0,Bollywood / North Side 👳🏻‍♂️
3vBojOn8Nz8gMQmIBeN00M,"Gehraiyaan Title Track (From ""Gehraiyaan"")","OAFF, Savera, Lothika, Ankur Tewari, ","Gehraiyaan Title Track (From ""Gehraiyaan"")",,,,,,,,,,,Bollywood / North Side 👳🏻‍♂️
0Qs67RelQ1FHAPkVBUoTDu,,", ",,0.535,0.285,0.0307,0.836,0.00572,0.118,0.206,92.033,4.0,1.0,Bollywood / North Side 👳🏻‍♂️
1ccZZf0IQi5y0bHMl2aGDF,Gulabi Aankhen,"Sanam, ",Universally SANAM,0.636,0.647,0.0436,0.422,0.0,0.251,0.44,105.914,0.0,0.0,Bollywood / North Side 👳🏻‍♂️
0PKEQjnGn0LmPjozJ3t4MF,Main Bola Hey!,"Karthik Rao, ",Kota Factory: Season 1 (Music from Tvf Original Series),0.646,0.33,0.0339,0.75,0.000384,0.123,0.499,84.995,0.0,1.0,Bollywood / North Side 👳🏻‍♂️
